Age,Weight,Height,Activity Level,Gender,Basic Metabolic Rate,BMI,Diet Breakfast,Diet Lunch,Diet Dinner,Snacks
25,95.0,154.4,Extremely Active,Female,1629.0,39.9,Oatmeal_350_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
59,55.9,162.4,Lightly Active,Female,1118.0,21.2,Smoothie_300_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
64,78.3,189.7,Lightly Active,Female,1487.625,21.8,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
34,115.4,174.4,Lightly Active,Female,1913.0,37.9,Smoothie_300_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
68,90.3,162.9,Sedentary,Female,1420.125,34.0,Yogurt & Fruit_400_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
57,86.4,154.3,Moderately Active,Male,1548.375,36.3,Eggs & Toast_450_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
53,58.9,191.6,Extremely Active,Female,1360.5,16.0,Oatmeal_350_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
60,72.5,190.7,Sedentary,Other,1455.875,19.9,Smoothie_300_Calories,Salad_300_Calories,Beef Stew_750_Calories,Chips_300_Calories
46,99.0,170.4,Extremely Active,Other,1664.0,34.1,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Beef Stew_750_Calories,Fruit_120_Calories
71,62.4,158.8,Extremely Active,Other,1100.5,24.7,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
35,85.0,172.7,Extremely Active,Other,1593.375,28.5,Eggs & Toast_450_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
55,84.3,164.3,Sedentary,Other,1433.875,31.2,Oatmeal_350_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
19,63.4,175.4,Extremely Active,Female,1474.25,20.6,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
35,82.3,171.0,Extremely Active,Other,1555.75,28.1,Eggs & Toast_450_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
48,50.0,177.5,Lightly Active,Male,1374.375,15.9,Oatmeal_350_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
52,55.4,182.3,Extremely Active,Female,1272.375,16.7,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
70,83.3,162.6,Extremely Active,Male,1504.25,31.5,Smoothie_300_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
21,110.9,171.8,Extremely Active,Female,1916.75,37.6,Eggs & Toast_450_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Chips_300_Calories
51,51.4,177.1,Lightly Active,Female,1204.875,16.4,Eggs & Toast_450_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
61,105.3,157.8,Sedentary,Male,1739.25,42.3,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Fruit_120_Calories
43,70.3,172.1,Lightly Active,Other,1402.625,23.7,Yogurt & Fruit_400_Calories,Salad_300_Calories,Beef Stew_750_Calories,Nuts_250_Calories
19,114.8,166.3,Sedentary,Other,1931.375,41.5,Eggs & Toast_450_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
52,115.0,187.9,Extremely Active,Other,1903.375,32.6,Oatmeal_350_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
74,65.9,168.4,Extremely Active,Male,1346.5,23.2,Oatmeal_350_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
67,55.5,159.9,Lightly Active,Female,1058.375,21.7,Eggs & Toast_450_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
57,81.2,160.9,Moderately Active,Other,1371.625,31.4,Oatmeal_350_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
58,65.0,169.6,Moderately Active,Other,1259.0,22.6,Oatmeal_350_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
36,53.2,176.2,Moderately Active,Other,1292.25,17.1,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
59,92.9,175.7,Very Active,Female,1571.125,30.1,Oatmeal_350_Calories,Pasta_650_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
72,73.4,172.2,Lightly Active,Other,1289.25,24.8,Oatmeal_350_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
39,85.2,185.2,Sedentary,Other,1653.5,24.8,Eggs & Toast_450_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
65,76.0,170.5,Extremely Active,Male,1505.625,26.1,Oatmeal_350_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
46,110.6,156.6,Very Active,Female,1693.75,45.1,Eggs & Toast_450_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Nuts_250_Calories
19,102.5,157.3,Extremely Active,Female,1752.125,41.4,Oatmeal_350_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Nuts_250_Calories
59,102.7,183.7,Sedentary,Male,1885.125,30.4,Eggs & Toast_450_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
56,67.2,181.9,Very Active,Male,1533.875,20.3,Smoothie_300_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
30,57.1,184.9,Very Active,Other,1415.625,16.7,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
33,58.5,159.9,Moderately Active,Male,1424.375,22.9,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
46,87.7,171.3,Lightly Active,Female,1556.625,29.9,Eggs & Toast_450_Calories,Salad_300_Calories,Beef Stew_750_Calories,Chips_300_Calories
43,106.8,159.7,Extremely Active,Male,1856.125,41.9,Eggs & Toast_450_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
77,112.2,165.4,Lightly Active,Female,1609.75,41.0,Oatmeal_350_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Fruit_120_Calories
68,72.8,161.6,Sedentary,Male,1403.0,27.9,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
71,81.8,151.5,Moderately Active,Other,1248.875,35.6,Smoothie_300_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
40,53.0,174.1,Lightly Active,Male,1423.125,17.5,Yogurt & Fruit_400_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
45,56.7,174.0,Very Active,Other,1268.5,18.7,Smoothie_300_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
31,89.9,169.4,Very Active,Female,1641.75,31.3,Oatmeal_350_Calories,Pasta_650_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
51,106.8,154.9,Sedentary,Female,1620.125,44.5,Eggs & Toast_450_Calories,Salad_300_Calories,Beef Stew_750_Calories,Fruit_120_Calories
32,86.0,173.4,Sedentary,Male,1788.75,28.6,Smoothie_300_Calories,Pasta_650_Calories,Beef Stew_750_Calories,Chips_300_Calories
71,95.3,178.7,Very Active,Male,1719.875,29.8,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
26,102.0,164.0,Lightly Active,Male,1920.0,37.9,Eggs & Toast_450_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
22,108.1,198.1,Lightly Active,Other,2048.125,27.5,Eggs & Toast_450_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
64,84.9,167.1,Very Active,Female,1412.375,30.4,Eggs & Toast_450_Calories,Salad_300_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
72,69.8,155.9,Very Active,Other,1151.375,28.7,Smoothie_300_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
39,59.3,160.6,Very Active,Male,1406.75,23.0,Smoothie_300_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
63,99.3,195.4,Extremely Active,Male,1904.25,26.0,Oatmeal_350_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
46,103.7,175.5,Moderately Active,Male,1908.875,33.7,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
40,72.7,199.8,Extremely Active,Male,1780.75,18.2,Smoothie_300_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Fruit_120_Calories
32,78.2,199.0,Extremely Active,Female,1704.75,19.7,Eggs & Toast_450_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Chips_300_Calories
18,98.2,175.2,Very Active,Male,1992.0,32.0,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
68,112.8,181.8,Moderately Active,Female,1763.25,34.1,Oatmeal_350_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
55,94.0,167.8,Very Active,Other,1552.75,33.4,Oatmeal_350_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
72,112.6,189.1,Very Active,Other,1786.875,31.5,Oatmeal_350_Calories,Salad_300_Calories,Beef Stew_750_Calories,Nuts_250_Calories
68,111.8,175.2,Sedentary,Other,1712.0,36.4,Smoothie_300_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
27,101.5,178.2,Moderately Active,Female,1832.75,32.0,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
51,91.0,182.9,Lightly Active,Female,1637.125,27.2,Eggs & Toast_450_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
70,67.1,179.6,Very Active,Other,1282.5,20.8,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
58,55.1,166.3,Moderately Active,Female,1139.375,19.9,Oatmeal_350_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
58,72.0,162.4,Sedentary,Female,1284.0,27.3,Eggs & Toast_450_Calories,Pasta_650_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
69,110.1,158.8,Lightly Active,Other,1587.5,43.7,Oatmeal_350_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Nuts_250_Calories
25,95.0,188.7,Lightly Active,Other,1843.375,26.7,Smoothie_300_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Chips_300_Calories
44,80.8,158.6,Lightly Active,Other,1418.25,32.1,Eggs & Toast_450_Calories,Pasta_650_Calories,Beef Stew_750_Calories,Nuts_250_Calories
47,102.2,174.0,Moderately Active,Other,1713.5,33.8,Eggs & Toast_450_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
68,96.9,166.5,Very Active,Female,1508.625,35.0,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
75,105.8,165.1,Sedentary,Male,1719.875,38.8,Eggs & Toast_450_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
35,114.9,161.9,Very Active,Female,1824.875,43.8,Oatmeal_350_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
80,80.1,151.0,Moderately Active,Male,1349.75,35.1,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
28,110.8,173.3,Moderately Active,Other,1890.125,36.9,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
61,50.3,161.3,Lightly Active,Male,1211.125,19.3,Smoothie_300_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
80,99.6,186.6,Very Active,Other,1601.25,28.6,Smoothie_300_Calories,Salad_300_Calories,Beef Stew_750_Calories,Nuts_250_Calories
51,76.9,199.9,Sedentary,Male,1768.375,19.2,Oatmeal_350_Calories,Pasta_650_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
19,90.7,181.4,Moderately Active,Other,1784.75,27.6,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Chips_300_Calories
56,84.4,178.5,Very Active,Female,1518.625,26.5,Oatmeal_350_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Chips_300_Calories
79,91.5,189.3,Moderately Active,Other,1542.125,25.5,Oatmeal_350_Calories,Salad_300_Calories,Beef Stew_750_Calories,Chips_300_Calories
37,92.6,152.8,Sedentary,Female,1535.0,39.7,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Nuts_250_Calories
47,69.6,170.7,Lightly Active,Male,1532.875,23.9,Smoothie_300_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
24,69.4,168.3,Lightly Active,Female,1464.875,24.5,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
23,58.9,199.9,Lightly Active,Other,1562.375,14.7,Eggs & Toast_450_Calories,Pasta_650_Calories,Beef Stew_750_Calories,Chips_300_Calories
22,90.1,184.9,Very Active,Female,1785.625,26.4,Oatmeal_350_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
20,54.1,185.4,Extremely Active,Other,1438.75,15.7,Smoothie_300_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
73,117.1,168.8,Very Active,Female,1700.0,41.1,Smoothie_300_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
58,71.8,191.1,Lightly Active,Female,1461.375,19.7,Smoothie_300_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Nuts_250_Calories
58,62.6,167.6,Moderately Active,Female,1222.5,22.3,Eggs & Toast_450_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
34,79.7,152.2,Very Active,Other,1417.25,34.4,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
25,98.7,166.6,Moderately Active,Male,1908.25,35.6,Smoothie_300_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
58,54.4,167.7,Sedentary,Male,1307.125,19.3,Smoothie_300_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
42,64.0,186.9,Extremely Active,Male,1603.125,18.3,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
41,97.6,194.6,Very Active,Other,1826.25,25.8,Yogurt & Fruit_400_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
70,110.2,177.4,Extremely Active,Other,1699.75,35.0,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
76,75.4,158.5,Sedentary,Female,1203.625,30.0,Smoothie_300_Calories,Salad_300_Calories,Beef Stew_750_Calories,Chips_300_Calories
40,62.4,151.1,Lightly Active,Other,1207.375,27.3,Oatmeal_350_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
59,78.7,188.3,Very Active,Female,1507.875,22.2,Oatmeal_350_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Chips_300_Calories
24,62.6,177.2,Extremely Active,Male,1618.5,19.9,Smoothie_300_Calories,Salad_300_Calories,Beef Stew_750_Calories,Nuts_250_Calories
74,118.0,176.2,Sedentary,Female,1750.25,38.0,Smoothie_300_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Chips_300_Calories
32,76.8,184.0,Lightly Active,Other,1597.0,22.7,Yogurt & Fruit_400_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
69,88.6,166.2,Sedentary,Female,1418.75,32.1,Oatmeal_350_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Fruit_120_Calories
57,64.7,194.5,Lightly Active,Male,1582.625,17.1,Eggs & Toast_450_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
42,113.6,155.8,Extremely Active,Other,1738.75,46.8,Oatmeal_350_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
49,85.9,160.1,Extremely Active,Male,1619.625,33.5,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
38,91.3,190.5,Sedentary,Female,1752.625,25.2,Eggs & Toast_450_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
36,112.1,190.9,Very Active,Other,1973.125,30.8,Eggs & Toast_450_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
53,61.6,152.0,Lightly Active,Female,1140.0,26.7,Eggs & Toast_450_Calories,Salad_300_Calories,Beef Stew_750_Calories,Nuts_250_Calories
50,61.1,180.2,Very Active,Female,1326.25,18.8,Oatmeal_350_Calories,Pasta_650_Calories,Fish and Rice_700_Calories,Chips_300_Calories
38,55.0,184.4,Moderately Active,Male,1517.5,16.2,Eggs & Toast_450_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
42,115.4,159.0,Moderately Active,Other,1776.75,45.6,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
50,77.3,170.1,Very Active,Female,1425.125,26.7,Oatmeal_350_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
45,70.7,182.0,Extremely Active,Female,1458.5,21.3,Smoothie_300_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
62,68.0,153.7,Extremely Active,Other,1169.625,28.8,Eggs & Toast_450_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Chips_300_Calories
76,110.7,177.8,Lightly Active,Male,1843.25,35.0,Smoothie_300_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
54,118.6,172.2,Extremely Active,Female,1831.25,40.0,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
36,96.6,168.9,Lightly Active,Other,1680.625,33.9,Oatmeal_350_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
40,106.1,163.6,Very Active,Other,1722.5,39.6,Oatmeal_350_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
52,94.3,187.8,Extremely Active,Male,1861.75,26.7,Eggs & Toast_450_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
49,80.1,182.3,Moderately Active,Other,1534.375,24.1,Oatmeal_350_Calories,Pasta_650_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
68,101.2,179.2,Extremely Active,Female,1631.0,31.5,Smoothie_300_Calories,Pasta_650_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
36,110.8,188.0,Very Active,Female,1942.0,31.3,Oatmeal_350_Calories,Salad_300_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
78,90.8,153.2,Moderately Active,Female,1314.5,38.7,Oatmeal_350_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Chips_300_Calories
32,101.1,161.4,Moderately Active,Other,1698.75,38.8,Yogurt & Fruit_400_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
25,101.1,172.7,Lightly Active,Male,1970.375,33.9,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
29,54.5,176.2,Extremely Active,Other,1340.25,17.6,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
28,96.6,177.5,Sedentary,Female,1774.375,30.7,Smoothie_300_Calories,Salad_300_Calories,Beef Stew_750_Calories,Chips_300_Calories
75,97.6,175.6,Extremely Active,Female,1537.5,31.7,Smoothie_300_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
76,87.9,168.8,Moderately Active,Other,1393.0,30.8,Oatmeal_350_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
56,71.2,152.0,Lightly Active,Other,1221.0,30.8,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
59,70.3,193.3,Extremely Active,Other,1455.125,18.8,Smoothie_300_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
40,92.1,167.4,Very Active,Female,1606.25,32.9,Yogurt & Fruit_400_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
18,109.0,180.6,Very Active,Male,2133.75,33.4,Oatmeal_350_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Chips_300_Calories
52,68.6,181.5,Very Active,Female,1399.375,20.8,Eggs & Toast_450_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
35,103.5,185.3,Extremely Active,Female,1857.125,30.1,Oatmeal_350_Calories,Pasta_650_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
60,85.0,179.3,Sedentary,Male,1675.625,26.4,Yogurt & Fruit_400_Calories,Salad_300_Calories,Beef Stew_750_Calories,Nuts_250_Calories
70,75.0,185.1,Extremely Active,Male,1561.875,21.9,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Chips_300_Calories
24,103.2,193.8,Lightly Active,Other,1962.25,27.5,Eggs & Toast_450_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Chips_300_Calories
21,85.3,199.2,Sedentary,Other,1832.0,21.5,Oatmeal_350_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Chips_300_Calories
58,116.6,187.9,Lightly Active,Female,1889.375,33.0,Yogurt & Fruit_400_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
77,87.7,187.5,Lightly Active,Female,1502.875,24.9,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
45,65.5,194.6,Sedentary,Other,1485.25,17.3,Eggs & Toast_450_Calories,Pasta_650_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
30,60.0,178.3,Lightly Active,Male,1569.375,18.9,Smoothie_300_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
57,55.3,191.6,Extremely Active,Male,1470.5,15.1,Oatmeal_350_Calories,Pasta_650_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
39,81.1,186.0,Moderately Active,Female,1617.5,23.4,Smoothie_300_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
43,94.6,182.1,Extremely Active,Male,1874.125,28.5,Oatmeal_350_Calories,Salad_300_Calories,Beef Stew_750_Calories,Chips_300_Calories
18,70.8,198.7,Extremely Active,Female,1698.875,17.9,Smoothie_300_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
61,69.2,150.0,Extremely Active,Female,1163.5,30.8,Eggs & Toast_450_Calories,Pasta_650_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
52,104.8,175.6,Sedentary,Other,1724.5,34.0,Oatmeal_350_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
79,118.6,177.9,Very Active,Other,1741.875,37.5,Oatmeal_350_Calories,Salad_300_Calories,Beef Stew_750_Calories,Chips_300_Calories
19,85.4,160.1,Extremely Active,Female,1598.625,33.3,Eggs & Toast_450_Calories,Pasta_650_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
66,116.9,180.2,Moderately Active,Other,1804.25,36.0,Eggs & Toast_450_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
61,54.5,161.4,Lightly Active,Male,1253.75,20.9,Oatmeal_350_Calories,Salad_300_Calories,Beef Stew_750_Calories,Nuts_250_Calories
55,89.3,164.6,Lightly Active,Female,1485.75,33.0,Smoothie_300_Calories,Pasta_650_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
64,113.3,198.6,Sedentary,Male,2059.25,28.7,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
61,85.6,175.1,Sedentary,Other,1484.375,27.9,Yogurt & Fruit_400_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
43,85.0,156.1,Extremely Active,Other,1449.625,34.9,Yogurt & Fruit_400_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
41,90.6,190.6,Extremely Active,Female,1731.25,24.9,Oatmeal_350_Calories,Pasta_650_Calories,Beef Stew_750_Calories,Nuts_250_Calories
60,76.5,154.2,Lightly Active,Other,1267.75,32.2,Eggs & Toast_450_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
69,86.3,186.8,Sedentary,Other,1524.5,24.7,Yogurt & Fruit_400_Calories,Salad_300_Calories,Beef Stew_750_Calories,Nuts_250_Calories
22,59.8,165.1,Moderately Active,Female,1358.875,21.9,Oatmeal_350_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Chips_300_Calories
70,100.9,192.3,Extremely Active,Other,1699.875,27.3,Smoothie_300_Calories,Pasta_650_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
25,51.1,155.5,Sedentary,Other,1196.875,21.1,Smoothie_300_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
47,65.2,174.7,Very Active,Other,1347.875,21.4,Smoothie_300_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
19,116.3,153.6,Extremely Active,Other,1867.0,49.3,Yogurt & Fruit_400_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
41,81.8,193.1,Very Active,Male,1824.875,21.9,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
41,90.0,196.7,Very Active,Male,1929.375,23.3,Smoothie_300_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
